ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2569006,63-1982,Mappe II: „Erste Konzentration“,,"Baselitz, Georg",KKKunstseit1960,"Mischtechnik""; Ex. 25/50, Mischtechnik;"" Ex. 25/50",Midas-Objekt
