ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2161922,,"Tonobjekt, beschädigt in Form einer durchbohrten Perle, aus Aufbewahrungskontext möglicherweise auch als token zu interpretieren"";",",VAMArchaologischeObjekte","Ton, ungebrannt, handgeformt",Allgemein,,
