ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2098258,,"Bruchstück eines Reliefbacksteins, Ziegels"";",",VAMArchaologischeObjekte",Keramik,Allgemein,,
