ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2091563,,"Bruchstücke von Lehmziegeln (?), z. T. mit Weichtiergehäusen und Perlen verbacken"";",",VAMArchaologischeObjekte","Ton, ungebrannt",Allgemein,,
