ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2140563,VA 14866,"10 runde Perlen, zentrische Durchbohrung"";",",VAMArchaologischeObjekte",Quarzkeramik,Allgemein,,
