ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2114489,VA Bab 04207,"Intarsien aus Stein und Quarzkeramik o. Nr. (nur Kiste beschriftet)"";",",VAMArchaologischeObjekte",Ton,Allgemein,,
2116674,VA Bab 04207,"Intarsien aus Stein und Quarzkeramik o. Nr. (nur Kiste beschriftet)"";",",VAMArchaologischeObjekte",Ton,Allgemein,,
2117319,VA Bab 04207,"Intarsien aus Stein und Quarzkeramik o. Nr. (nur Kiste beschriftet)"";",",VAMArchaologischeObjekte",Ton,Allgemein,,
2117853,VA Bab 04207,"Intarsien aus Stein und Quarzkeramik o. Nr. (nur Kiste beschriftet)"";",",VAMArchaologischeObjekte",Ton,Allgemein,,
