ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2305712,Misc. 6147,"Hockender Affe, ebenfalls aus schwarzer Masse"";",",ANTObjekte",Aus schwarzem Ton oder Stein.,Skulptur,,
