ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2098383,,"Bruchstück von Lehm oder Ziegel?, z. T. mit Weichtiergehäusen und Perlen verbacken"";",",VAMArchaologischeObjekte","Ton, ungebrannt, Biomineral-Weichtiergehäuse",Allgemein,,
