ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
699265,SK 793,"Grabstein mit Grabinschrift für Elpidi[ke] von (ihren Söhnen?) Elpidephoros und Onesimos"";",",ANTObjekte","Marmor, weiβ, Marmor",Skulptur,3. Jh.n.Chr. (Datierung nach Jahrhunderten),
