ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2141687,VA 14867,"3 Perlen""; durchbohrt; zwei Perlen länglicher Form, eine runde Perle;",",VAMArchaologischeObjekte",Stein-Lapislazuli,Allgemein,,
