ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
578512,I (17 J) 417/1984,"Lieber Schatz darfst nie vergessen pünktlich sein beim Mittagessen"""""""""";"",Unbekannt",MEKTextilienundSchmuck,"Stickarbeit, Baumwolle, Textil",Allgemein,1900,
