ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2159673,VA 15099 a,"7 kugelförmige Wiegegewichte aus Stein in unterschiedlichen Größen, mit abgeflachter Standfläche. Gramm: 278, 5""; 45, 00; 43, 00; 19, 00;",",VAMArchaologischeObjekte","Stein, bearbeitet, geschliffen",Allgemein,,
