ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2111935,VA Ass 01545,"zylindrischer Eimer mit Flachboden""; Darstellung: Capriden, Lebensbaum, Berg;",",VAMArchaologischeObjekte","Keramik, glasiert figürlich, scheibengedreht",Allgemein,,
