ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
1048511,KdZ 8084,"Eine Frau liest, was ein rechts sitzender Knabe geschrieben hat. Ein Mann blickt ihr von links her über die Schulter"";"",Schubert, Johann David",KKGrunewald,"Wasserfarbe & Papier, Pinsel, Pinsel in Braun",Zeichnung,,
