ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
723068,"Misc. 7750, 192""; 2900 x;"",ACHTUNG HIER NICHTS EINTRAGEN (siehe andere Inventarnummer) Datensatz bereinigt, kann gelöscht (O. Vollert 2013)",,ANTARGEPfanner,Alabaster,Allgemein,,
