ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2436597,"IXd 00001/00210, Bl. 132 - 140",,,MVFArvBHistorischesSchriftgut,"Tinte auf Papier, Schreibpapier"";"" Tinte, Handschrift, Deutsche Kurrente",Archivalie - Vorgang,28.04.1908
