ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2088080,VA Ass 01830,"kugelige und zylindrische Perlen"";",",VAMArchaologischeObjekte","Quarzkeramik, grau-grünlich",Allgemein,,
