ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2253341,Hdz 12478,"Wohnhaus Alexander Hoffmann, Wien, 1. Obergeschoss, Grundriss",,"Behrens, Peter",KBArchitekturzeichnung,"Bleistift, Feder, Tinte in Schwarz, Farbstift in Rot, auf Transparentpapier",Allgemein
2256937,Hdz 12511,"Haus der Moden, Frankfurt / Main, Textilmessehaus, Durchfahrt, Grundriss, Lichtpause",,"Behrens, Peter",KBArchitekturzeichnung,"Lichtpause, Pinsel, Tusche, auf Papier",Allgemein
