ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
"[Übermalte Postkarte des Gemäldes """"""""Linien-Figur, 1935“ von WiIIi Baumeister, die Postkarte war gerichtet an Dr. Franz Roh, München]","Baumeister, Willi",NGLeihnahmenSonderausstellungenINTERN,"gerahmt, Druckfarbe und Farbe(?) auf leichtem Karton (Postkarte)",Grafik,1955,,
[aus: Konvolut von 61 frühen Zeichnungen],"Warhol, Andy",NGHamburgerBahnhofMuseumfurGegenwart,"Litho-Offsetdruck auf sehr leichtem, hellgrünen Papier [mit Wasserzeichen """"""""Plover Onion Skin""""""""], Druckfarbe (braun) auf Papier (grünlich), Offsetlithographie",Grafik,um 1955,,
