ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
"In business from: Sept. 1, 1894 until 1931 / 1933",KBModekarikatur,Fotopostkarte,Fotografie,1916,,,
"In business from: Sept. 1, 1894 until 1931 / 1933",KBModekarikatur,Fotopostkarte,Fotografie,1916,,,
