ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2287908,"2013,187","Kette mit Anhänger"";",",KGMAlleInventare","Material Anhänger: Unedles Metall, 5 kleine Türkisperlchen, 4 rote Glassteine oder Granate? Gemuggelt, 2 Flussperlchen"";"" Kette: Gelbgold",Allgemein,um 1900,
