ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2153122,VA 15099 e,"7 kegekförmige, lange schmale und kurze breite Wiegegewichte aus Stein und Keramik, teilweise mit abgeflachten Unterseiten. Gramm: 2,25""; 2, 75;6;7,25; 11, 0;13;17; 22, 5;",",VAMArchaologischeObjekte","bearbeitet, geschliffen, Keramik, Stein, mindest. 4 verschiedene Steinarten",Allgemein,,
