ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2157137,VA 15099 d,"6 halbkugelige Wiegegewichte aus Stein und trotz ihrer geringen Größe unterschiedlich. Gramm: 11,25""; 10, 25;9,5; 4, 25; 3, 75;1, 5;",",VAMArchaologischeObjekte","Stein, mindest. 4 verschiedene Steinarten, bearbeitet, geschliffen",Allgemein,,
