ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
1961343,Hdz 575,"Wandgleiderung, Altar"";"" Grundriss, weiterer Altar-Entwurf",,"Silvestri, Giuseppe (1753)",KBArchitekturzeichnung,"Feder in Grau und Braun, auf Papier",Allgemein
