ID,IdentNr,Titel,Beteiligte,Bereich,MatTech,Objekttyp,Datierung
2324697,"D (47 B 790) 1121/9888,a","Adventshäuschen a) Szenen und Hintergrund aus verschiedenen Zeitläufen (Farb. gelb-grün) 71 18"";"",St. Johannis Druckerei und Verlag",MEKHausundWohnen,"Farb-Offset-Druck, Karton, gestanzt, gefaltet, gelocht, Rückseite teilweise mit illustriertem Papier beklebt, Klebestreifen",Allgemein,1988,
